address,phone,email,website
6850 Dornbirn--Messestraße 11,Yes,Yes,Yes
8043 Graz--Mariatrosterstraße 87a,Yes,Yes,Yes
4020 Linz--Landstraße 35b,Yes,Yes,No
4020 Linz--Landstraße 22,Yes,Yes,No
4020 Linz--Am Winterhafen 11,Yes,Yes,Yes
6370 Kitzbühel--Josef-Pirchl-Straße 9,Yes,Yes,Yes
6020 Innsbruck--Templstraße 5b,Yes,Yes,No
4810 Gmunden--Brunnenweg 2/1,Yes,Yes,Yes
6850 Dornbirn--Marktstraße 4,Yes,Yes,Yes
6700 Bludenz--Bahnhofstraße 8,Yes,Yes,No
6460 Imst--Stadtplatz 3,Yes,Yes,Yes
6460 Imst--Stadtplatz 3,Yes,Yes,Yes
5600 St. Johann/Pongau--Leo-Neumayer-Straße 10,Yes,Yes,No
5640 Bad Gastein--Kaiser Franz Josef-Straße 19,Yes,Yes,Yes
1010 Wien--Singerstraße 27/28,Yes,Yes,No
8010 Graz--Wastiangasse 7,Yes,Yes,Yes
5280 Braunau/Inn--Stadtplatz 50/2,Yes,Yes,Yes
5020 Salzburg--Hellbrunnerstraße 9a,Yes,Yes,Yes
1010 Wien--Singerstraße 27,Yes,Yes,No
5280 Braunau/Inn--Stadtplatz 43,Yes,Yes,Yes
1010 Wien--Kupferschmiedgasse 2/14-15,No,Yes,Yes
1180 Wien--Weimarer Straße 55,Yes,Yes,Yes
5301 Eugendorf--Kirchenstraße 37/ Top 17,Yes,Yes,No
1180 Wien--Weimarer Straße 55/1,Yes,Yes,Yes
1010 Wien--Werdertorgasse 15/16,Yes,Yes,Yes
4400 Steyr--Stelzhamerstraße 1,Yes,Yes,No
"5620 Schwarzach/Pongau--Marktplatz 2, 1. OG",Yes,Yes,Yes
"1010 Wien--Schwarzenbergstraße 1+3, Top 7+8",Yes,Yes,Yes
1030 Wien--Landstraßer Hauptstraße 1 A,Yes,Yes,Yes
1220 Wien--Donau-City-Straße 7,Yes,Yes,Yes
1010 Wien--Kärntner Ring 14,Yes,Yes,No
5020 Salzburg--Imbergstraße 31C,Yes,Yes,Yes
1060 Wien--Linke Wienzeile 38/Köstlergasse 1,Yes,Yes,Yes
1030 Wien--Reisnerstraße 24,No,Yes,Yes
3300 Amstetten--Schulstraße 20,Yes,Yes,Yes
1010 Wien--Fleischmarkt 14 Stiege 1 Top 8,Yes,Yes,Yes
1070 Wien--Schottenfeldgasse 85,Yes,Yes,Yes
1010 Wien--Johannesgasse 22/6,Yes,Yes,Yes
4020 Linz--Hauptplatz 30,Yes,Yes,Yes
8010 Graz--Glacisstraße 67,Yes,Yes,Yes
4040 Linz--Gerstnerstraße 12,Yes,Yes,No
"5020 Salzburg--Imbergstraße 6, 10G",Yes,Yes,Yes
6300 Wörgl--Innsbrucker Straße 2,No,No,Yes
4840 Vöcklabruck--Stadtplatz 19,Yes,Yes,No
5020 Salzburg--Markus-Sittikus-Straße 5,Yes,Yes,Yes
1010 Wien--Franz Josefs-Kai 3,Yes,Yes,No
1010 Wien--Schubertring 6,Yes,Yes,No
1010 Wien--Marc-Aurel-Straße 7,Yes,Yes,Yes
4400 Steyr--Leopold-Werndl-Straße 16,Yes,Yes,Yes
1150 Wien--Mariahilfer Straße 196,Yes,Yes,Yes
"9020 Klagenfurt--St.Veiter Ring 51, 2. Stock",Yes,Yes,No
2500 Baden--Johannesgasse 25,Yes,Yes,No
6020 Innsbruck--Adamgasse 11,Yes,Yes,Yes
1070 Wien--Burggasse 116,Yes,Yes,Yes
4020 Linz--Museumstraße 7/3. OG,Yes,Yes,Yes
3950 Gmünd--Stadtplatz 41,Yes,Yes,No
1010 Wien--Neuer Markt 1,Yes,Yes,No
9020 Klagenfurt--Heuplatz 2,Yes,Yes,Yes
2700 Wiener Neustadt--Wiener Straße 14-16,Yes,Yes,Yes
1030 Wien--Pfarrhofgasse 16/2,Yes,Yes,Yes
1010 Wien--Wipplingerstraße 34/101,Yes,Yes,Yes
1220 Wien--Stadlauer Straße 29,Yes,Yes,No
1010 Wien--Stephansplatz 8A,Yes,Yes,No
1010 Wien--Bäckerstraße 6,Yes,Yes,No
1010 Wien--Dr. Karl Lueger-Platz 5,Yes,Yes,Yes
4050 Traun--Hauptplatz 7,Yes,Yes,No
1010 Wien--Schubertring 6,Yes,Yes,Yes
1070 Wien--Neubaugasse 71,Yes,Yes,No
1010 Wien--Singerstraße 27/2/28,Yes,Yes,Yes
6290 Mayrhofen--Waldbadstraße 537,Yes,Yes,Yes
9020 Klagenfurt am Wörthersee--Sterneckstraße 6,Yes,Yes,No
1040 Wien--Schlüsselgasse 3/4,Yes,Yes,No
1010 Wien--Dr. Karl Lueger-Platz 5,Yes,Yes,Yes
1010 Wien--Wollzeile 6-8,Yes,Yes,Yes
1210 Wien--Gerichtsgasse 1/13,Yes,Yes,Yes
"6130 Schwaz--Münchner Straße 15, Top 12, 3. Stock",Yes,Yes,Yes
3350 Haag--Bahnhofstraße 44,Yes,Yes,Yes
2700 Wiener Neustadt--Herrengasse 25,Yes,Yes,Yes
4020 Linz--Böhmerwaldstraße 14,Yes,Yes,Yes
3300 Amstetten--Ardaggerstraße 17,Yes,Yes,Yes
6850 Dornbirn--Kirchgasse 6,Yes,Yes,No
6850 Dornbirn--Eisengasse 34,Yes,Yes,No
3100 St. Pölten--Dr. Karl Renner Promenade 10,Yes,Yes,No
3100 St. Pölten--Dr. Karl Renner Promenade 10,Yes,Yes,No
1010 Wien--Jordangasse 7,Yes,Yes,Yes
4020 Linz--Graben 16,Yes,Yes,Yes
1140 Wien--Einwanggasse 27/14,Yes,Yes,Yes
1010 Wien--Kohlmarkt 8-10,Yes,Yes,Yes
1010 Wien--Schottenring 12,Yes,Yes,No
1010 Wien--Sterngasse 13,Yes,Yes,Yes
1010 Wien--Schottenring 25,Yes,Yes,Yes
1010 Wien--Bösendorferstraße 5/7-8,Yes,Yes,Yes
1010 Wien--Schottenring 19,Yes,Yes,Yes
5020 Salzburg--Wolf-Dietrich-Straße 19/5,Yes,Yes,Yes
1010 Wien--Tuchlauben 13/Eingang Kleeblattg. 4,Yes,Yes,Yes
1030 Wien--Seidlgasse 21/1/13,Yes,Yes,Yes
6900 Bregenz--Weiherstraße 3/III,Yes,Yes,No
6900 Bregenz--Scheffelstraße 8,Yes,Yes,Yes
"1030 Wien--Ungargasse 59-61, Top 301",Yes,Yes,Yes
1030 Wien--Am Heumarkt 7/12,Yes,Yes,No
1010 Wien--Gonzagagasse 11,Yes,Yes,Yes
1020 Wien--Trabrennstraße 2B,Yes,Yes,Yes
1010 Wien--Gonzagagasse 19/7-8,Yes,Yes,No
2700 Wiener Neustadt--Grazer Straße 77/2,Yes,Yes,Yes
6020 Innsbruck--Herzog-Friedrich-Straße 39,Yes,Yes,No
"1010 Wien--Schottengasse 1, 4. Stock",Yes,Yes,Yes
4600 Wels--Eisenhowerstraße 40,Yes,Yes,Yes
6020 Innsbruck--Bozner Platz 1/IV,Yes,Yes,Yes
4020 Linz--Roseggerstraße 58,Yes,Yes,Yes
2100 Korneuburg--Hauptplatz 20,Yes,Yes,No
1070 Wien--Mariahilfer Straße 124/15,Yes,Yes,Yes
1010 Wien--Rotenturmstraße 19/32,Yes,Yes,Yes
1010 Wien--Himmelpfortgasse 20/2,Yes,Yes,Yes
1090 Wien--Liechtensteinstraße 25/21,Yes,Yes,Yes
8081 Heiligenkreuz am Waasen--Pirchingstraße 9,Yes,Yes,Yes
1010 Wien--Gauermanngasse 2,Yes,Yes,Yes
8010 Graz--Glacisstraße 67,Yes,Yes,Yes
2500 Baden--Hauptplatz 9-13,Yes,Yes,Yes
1030 Wien--Invalidenstraße 7/9,Yes,Yes,No
3300 Amstetten--Franz Kollmann-Straße 4/2/3,Yes,Yes,Yes
1090 Wien--Währinger Straße 2-4,Yes,Yes,No
1090 Wien--Liechtensteinstraße 12/2/10,Yes,Yes,Yes
6020 Innsbruck--Maximilianstraße 2,Yes,Yes,No
8010 Graz--Wastiangasse 7,Yes,Yes,Yes
6600 Reutte--Claudiastraße 8,Yes,Yes,Yes
6020 Innsbruck--Andreas-Hofer-Straße 13,Yes,Yes,No
8010 Graz--Wastiangasse 7,Yes,Yes,Yes
"1130 Wien--Schloss Schönbrunn, Kontrollorstöckl",Yes,Yes,Yes
1010 Wien--Schottenring 19,Yes,Yes,Yes
1090 Wien--Liechtensteinstraße 45a,Yes,Yes,Yes
1010 Wien--Wächtergasse 1,Yes,Yes,Yes
1010 Wien--Schottenring 14,Yes,Yes,No
4020 Linz--Herrenstraße 6,Yes,Yes,No
9020 Klagenfurt--St.-Veiter-Ring 21a,Yes,Yes,No
6112 Wattens--Bahnhofstraße 21,Yes,Yes,Yes
1010 Wien--Gauermanngasse 2-4,Yes,Yes,Yes
2560 Berndorf--Bahnhofstr. 8/6 (Eingang Neugasse 11),Yes,Yes,No
1010 Wien--Julius-Raab-Platz 4,Yes,Yes,Yes
6840 Götzis--St. Ulrichstraße 17,Yes,Yes,Yes
1010 Wien--Graben 19/5. Stock,Yes,Yes,Yes
5020 Salzburg--Markus-Sittikus-Straße 5,Yes,Yes,Yes
1010 Wien--Dominikanerbastei 22,Yes,Yes,No
1060 Wien--Mariahilfer Straße 121b/8/Top 11,Yes,Yes,Yes
9020 Klagenfurt--Bahnhofstraße 6/1,Yes,Yes,No
1010 Wien--Heinrichsgasse 4/Top 5B,Yes,Yes,Yes
4722 Peuerbach--Steegenstraße 3,Yes,Yes,Yes
6800 Feldkirch--Wolf-Huber-Strasse 14,No,Yes,No
1010 Wien--Schottenring 25,Yes,Yes,No
8342 Gnas--Gnas 56,Yes,Yes,Yes
1010 Wien--Nibelungengasse 13/3,Yes,Yes,No
1010 Wien--Parkring 2,Yes,Yes,Yes
1010 Wien--Franz-Josefs-Kai 31/I/6c,Yes,Yes,No
1220 Wien--Donau-City-Straße 7,Yes,Yes,No
6020 Innsbruck--Salurner Straße 16/1,Yes,Yes,Yes
"1010 Wien--Annagasse 8-10, Top 2/09",Yes,Yes,Yes
1070 Wien--Apollogasse 7 / Top 6,Yes,Yes,Yes
6020 Innsbruck--Schmerlingstraße 2,Yes,Yes,Yes
4820 Bad Ischl--Kurhausstraße 9,Yes,Yes,No
4820 Bad Ischl--Kurhausstraße 9,Yes,Yes,No
4020 Linz--Spittelwiese 8,Yes,Yes,No
5020 Salzburg--Sterneckstraße 50-52,Yes,Yes,No
1010 Wien--Wächtergasse 1,No,Yes,Yes
1010 Wien--Mahlerstraße 13,Yes,Yes,Yes
8200 Gleisdorf--Bürgergasse 37,Yes,Yes,No
1010 Wien--Walfischgasse 12/3,Yes,Yes,No
1010 Wien--Schubertring 6,Yes,Yes,Yes
1010 Wien--Heinrichsgasse 2/10,Yes,Yes,Yes
1010 Wien--Hegelgasse 8 / Top 25,Yes,Yes,Yes
6020 Innsbruck--Wilhelm Greil Straße 9,Yes,No,Yes
1010 Wien--Volksgartenstraße 5/7,Yes,Yes,No
1010 Wien--Schottenring 14,Yes,Yes,Yes
1130 Wien--Auhofstraße 4/1,Yes,Yes,No
1010 Wien--Wollzeile 1,Yes,Yes,Yes
6800 Feldkirch--Neustadt 11,Yes,Yes,Yes
6335 Vorderthiersee--Vorderthiersee 69 b,No,No,Yes
1040 Wien--Schwindgasse 7/6,Yes,Yes,No
1030 Wien--Am Heumarkt 7/2/23,Yes,Yes,No
1010 Wien--Teinfaltstraße 8/5.01,Yes,Yes,Yes
1010 Wien--Freyung 6/12,Yes,Yes,Yes
6800 Feldkirch--Churerstraße 3/II,Yes,Yes,No
5020 Salzburg--Nonntaler Hauptstraße 1a,Yes,Yes,Yes
9020 Klagenfurt--Koschatstraße 38,Yes,Yes,No
6800 Feldkirch--Churerstraße 3/II,Yes,Yes,No
4950 Altheim--Wiesnerstraße 2,Yes,Yes,No
6800 Feldkirch--Churerstraße 3/II,Yes,Yes,No
1090 Wien--Berggasse 22/1/16,Yes,Yes,No
6900 Bregenz--Römerstraße 19,Yes,Yes,Yes
6900 Bregenz--Römerstraße 19,Yes,Yes,Yes
1010 Wien--Dr. Karl Lueger Platz 5,Yes,Yes,Yes
"1220 Wien--Wagramer Straße 19/33, IZD Tower",Yes,Yes,Yes
1010 Wien--Universitätsstraße 11,Yes,Yes,Yes
1010 Wien--Annagasse 8,Yes,Yes,Yes
1010 Wien--Annagasse 8,Yes,Yes,No
1140 Wien--Fenzlgasse 49/12,Yes,Yes,Yes
1090 Wien--Liechtensteinstraße 25/21,Yes,Yes,Yes
1010 Wien--Rosenbursenstraße 2/16,Yes,Yes,Yes
1010 Wien--Schubertring 6,Yes,Yes,Yes
1030 Wien--Am Heumarkt 9/2/33,Yes,Yes,Yes
3100 St. Pölten--Domgasse 2,Yes,Yes,No
1040 Wien--Theresianumgasse 29,Yes,Yes,Yes
2225 Zistersdorf--Hauptstraße 39,Yes,Yes,No
1070 Wien--Westbahnstr. 35 A/38 a,Yes,Yes,Yes
1070 Wien--Westbahnstr. 35 A/38 a,Yes,Yes,Yes
6020 Innsbruck--Heiliggeiststraße 11,Yes,Yes,Yes
1010 Wien--Seilerstätte 24,Yes,Yes,Yes
1010 Wien--Gonzagagasse 19/7,Yes,Yes,No
6900 Bregenz--Rebgärtle 5a,Yes,Yes,Yes
6060 Hall/Tirol--Pfarrplatz 1,Yes,Yes,No
5020 Salzburg--Erzabt-Klotz-Straße 8,Yes,No,Yes
6233 Kramsach--Zentrum 16,Yes,Yes,No
6020 Innsbruck--Höhenstraße 42a,Yes,Yes,Yes
6060 Hall/Tirol--Pfarrplatz 1,Yes,Yes,No
6250 Kundl--Dr. Bachmannstraße 27,Yes,Yes,No
1010 Wien--Habsburgergasse 4/7,Yes,Yes,No
1070 Wien--Lerchenfelder Straße 39,Yes,Yes,No
1010 Wien--Schottenring 25,Yes,Yes,No
2492 Eggendorf--Hauptstraße 46,No,Yes,Yes
4840 Vöcklabruck--Salzburgerstraße 4,Yes,Yes,No
1080 Wien--Josefstädter Straße 72/I,Yes,Yes,Yes
1010 Wien--Postgasse 19/21,Yes,Yes,Yes
1010 Wien--Gauermanngasse 2,Yes,Yes,No
6175 Kematen in Tirol--Mühlbachstraße 81,No,Yes,Yes
6020 Innsbruck--Schmerlingstraße 2,Yes,Yes,No
6233 Kramsach--Zentrum 16,Yes,Yes,No
6020 Innsbruck--Schmerlingstraße 2,Yes,Yes,Yes
1010 Wien--Schulerstraße 7/3/29,Yes,Yes,No
1010 Wien--Schubertring 6,Yes,Yes,No
1030 Wien--Untere Viaduktgasse 6/14,Yes,Yes,Yes
1010 Wien--Laurenzerberg 1/30,Yes,Yes,No
1090 Wien--Julius-Tandler-Platz 6/4,Yes,Yes,Yes
1070 Wien--Schottenfeldgasse 49/10,Yes,Yes,Yes
1010 Wien--Kärntner Ring 6,Yes,Yes,No
1010 Wien--Schottenring 19,Yes,Yes,Yes
1040 Wien--Prinz-Eugen-Straße 34/4,Yes,Yes,No
1010 Wien--Dorotheergasse 7,Yes,Yes,Yes
6330 Kufstein--Unterer Stadtplatz 24,Yes,Yes,Yes
2130 Mistelbach--Oserstraße 19,Yes,Yes,No
6330 Kufstein--Unterer Stadtplatz 24,Yes,Yes,Yes
6800 Feldkirch--Mühletorplatz 1,Yes,Yes,Yes
1010 Wien--Fleischmarkt 1 / Top 9,Yes,Yes,No
7400 Oberwart--Schulgasse 11,Yes,Yes,Yes
1010 Wien--Falkestraße 6,Yes,Yes,Yes
1090 Wien--Kolingasse 4/1. OG,Yes,Yes,No
6060 Hall/Tirol--Stadtgraben 15/1,Yes,Yes,No
1010 Wien--Gluckgasse 1/11,Yes,Yes,Yes
1010 Wien--Dominikanerbastei 17/Top11,Yes,Yes,No
6850 Dornbirn--Widagasse 11,Yes,Yes,Yes
6850 Dornbirn--Widagasse 11,Yes,Yes,Yes
1010 Wien--Singerstraße 27,Yes,Yes,No
1010 Wien--Schottengasse 4,Yes,Yes,Yes
6020 Innsbruck--Bozner Platz 7 / 4,Yes,Yes,No
3100 St. Pölten--Domgasse 2,Yes,Yes,Yes
7000 Eisenstadt--Colmarplatz 1,Yes,Yes,Yes
6900 Bregenz--Belruptstraße 22,Yes,Yes,Yes
6900 Bregenz--Belruptstraße 22,Yes,Yes,No
6911 Lochau--Hörbranzerstraße 1a,Yes,Yes,No
6900 Bregenz--Belrupstraße 22,Yes,Yes,Yes
4400 Steyr--Wolfernstraße 46,Yes,Yes,Yes
5400 Hallein--Fürstenstraße 5,Yes,Yes,Yes
1010 Wien--Schellinggasse 3/10,Yes,Yes,Yes
6020 Innsbruck--Salurner Straße 16/1,Yes,Yes,Yes
8230 Hartberg--Raimund-Obendrauf-Straße 9,Yes,Yes,Yes
4040 Linz--Jahnstraße 10,Yes,Yes,No
6263 Fügen--Dorfplatz 4,Yes,Yes,No
5020 Salzburg--Paris-Lodron-Straße 3a,Yes,Yes,No
5020 Salzburg--Paris-Lodron-Straße 3a,Yes,Yes,Yes
8010 Graz--Mandellstraße 22,Yes,Yes,Yes
1220 Wien--Donau-City-Straße 7,Yes,Yes,No
1100 Wien--Absberggasse 45,Yes,Yes,No
5026 Salzburg--Alte Aigner Straße 43,Yes,Yes,No
1010 Wien--Kärntner Straße 10,Yes,Yes,Yes
3830 Waidhofen/Thaya--Hamernikgasse 10,Yes,Yes,Yes
1180 Wien--Colloredogasse 23,Yes,Yes,Yes
9020 Klagenfurt--St. Veiter Ring 35/DG,Yes,Yes,Yes
1010 Wien--Ebendorferstraße 6,Yes,Yes,Yes
5020 Salzburg--Franz-Josef-Straße 41/3,Yes,Yes,No
1090 Wien--Schwarzspanierstraße 11/Top 7,Yes,Yes,Yes
1070 Wien--Neustiftgasse 17/1/9,Yes,Yes,Yes
1020 Wien--Trabrennstraße 2B,Yes,Yes,Yes
2000 Stockerau--Schießstattgasse 21,Yes,Yes,Yes
1010 Wien--Gauermanngasse 2,Yes,Yes,Yes
1030 Wien--Erdberger Lände 2 Top 8,Yes,Yes,No
9020 Klagenfurt--St.Veiter Straße 1/2,Yes,Yes,No
1090 Wien--Garnisongasse 11/8,Yes,No,Yes
"8141 Premstätten--Hauptstraße 131, EG",Yes,Yes,Yes
1030 Wien--Baumannstraße 9/8,Yes,Yes,No
3100 St. Pölten--Riemerplatz 1,Yes,Yes,Yes
1010 Wien--Parkring 2,Yes,Yes,Yes
1030 Wien--Invalidenstraße 1/8,Yes,Yes,Yes
"1220 Wien--Wagramer Straße 19, IZD-Tower",Yes,Yes,No
6840 Götzis--Vorarlberger Wirtschaftspark 2,Yes,Yes,Yes
1090 Wien--Währinger Straße 3/14,Yes,Yes,Yes
1180 Wien--Semperstraße 59/21,Yes,Yes,No
1190 Wien--Döblinger Hauptstraße 7/63,Yes,Yes,No
1030 Wien--Esteplatz 4,Yes,Yes,No
1010 Wien--Dr. Karl Lueger-Platz 5,Yes,Yes,Yes
1010 Wien--Walfischgasse 5/5,Yes,Yes,No
4020 Linz--Hamerlingstraße 42,Yes,Yes,No
2700 Wiener Neustadt--Domplatz 16,Yes,Yes,Yes
1010 Wien--Hoher Markt 8-9/II/10,Yes,Yes,Yes
1010 Wien--Heinrichsgasse 4,Yes,Yes,No
1010 Wien--Universitätsring 10,Yes,Yes,No
4623 Gunskirchen--Raiffeisenplatz 3,Yes,Yes,No
4655 Vorchdorf--Bahnhofstraße 1,Yes,Yes,No
1020 Wien--Trabrennstraße 2b,Yes,Yes,Yes
1100 Wien--Am Belvedere 10,Yes,Yes,Yes
1010 Wien--Dominikanerbastei 22,Yes,Yes,No
1220 Wien--Wagramer Straße 135,Yes,Yes,No
4020 Linz--Bürgerstraße 1,Yes,Yes,Yes
6850 Dornbirn--Schmalenegg 9,Yes,Yes,Yes
1010 Wien--Opernring 17,Yes,Yes,No
"4400 Steyr--Palais Werndl, Schönauerstraße 7",Yes,Yes,Yes
3830 Waidhofen/Thaya--Raiffeisenpromenade 2,Yes,Yes,Yes
4310 Mauthausen--Poschacherstraße 3,Yes,Yes,No
1010 Wien--Kohlmarkt 8-10,Yes,Yes,Yes
1010 Wien--Sterngasse 13,Yes,Yes,Yes
2340 Mödling--Enzersdorfer Straße 5/A/13,Yes,Yes,Yes
5020 Salzburg--Franz-Hinterholzer-Kai 2a,Yes,Yes,Yes
5020 Salzburg--Pfeifergasse 3/1,Yes,Yes,Yes
8010 Graz--Burggasse 16/III,Yes,Yes,Yes
8010 Graz--A. Kolpinggasse 2,Yes,Yes,No
9020 Klagenfurt--Sterneckstraße 43,Yes,Yes,No
9020 Klagenfurt--Lidmanskygasse 27/1,Yes,Yes,Yes
6700 Bludenz--Kirchgasse 1,Yes,Yes,Yes
8010 Graz--Kaiserfeldgasse 15/II,Yes,Yes,Yes
6700 Bludenz--Kirchgasse 1,Yes,Yes,Yes
1010 Wien--Wächtergasse 1,Yes,Yes,Yes
1010 Wien--Mölker Bastei 5,Yes,Yes,Yes
1010 Wien--Himmelpfortgasse 17/14,Yes,Yes,Yes
4840 Vöcklabruck--Feldgasse 1,Yes,Yes,Yes
5020 Salzburg--Petersbrunnstraße 13,Yes,Yes,No
1080 Wien--Lange Gasse 50,Yes,Yes,Yes
5020 Salzburg--Nonntaler Hauptstraße 1,Yes,Yes,No
9020 Klagenfurt--Villacher Straße 1A/7,Yes,Yes,No
6020 Innsbruck--Mariahilferstraße 34/18,Yes,Yes,Yes
1060 Wien--Gumpendorfer Straße 5,Yes,Yes,Yes
1010 Wien--Schubertring 6,Yes,Yes,Yes
2340 Mödling--Schrannenplatz 3/1/2,Yes,Yes,Yes
1070 Wien--Gardegasse 11,Yes,Yes,Yes
1070 Wien--Neubaugasse 66,Yes,Yes,No
1010 Wien--Julius-Raab-Platz 4,Yes,Yes,Yes
1010 Wien--Rockhgasse 6,Yes,Yes,Yes
1010 Wien--Schwarzenbergplatz 16,Yes,Yes,Yes
6800 Feldkirch--Schloßgraben 10,Yes,Yes,Yes
4070 Eferding--Stadtplatz 1,Yes,Yes,Yes
5020 Salzburg--Franz-Josef-Straße 19/11,Yes,Yes,Yes
1090 Wien--Währinger Straße 2-4,Yes,Yes,No
4600 Wels--Dr.-Koss-Straße 1,Yes,Yes,No
6020 Innsbruck--Templstraße 6,Yes,Yes,Yes
1050 Wien--Spengergasse 2 / 4,Yes,Yes,Yes
1180 Wien--Gentzgasse 70/15,Yes,Yes,No
"1010 Wien--Fleischmarkt 1, 3. Stock",Yes,Yes,Yes
1010 Wien--Schottengasse 4/20-25,Yes,Yes,Yes
1010 Wien--Freyung 6/7/2,Yes,Yes,Yes
9500 Villach--Klagenfurterstraße 9/1,Yes,Yes,No
1010 Wien--Bösendorferstraße 3/17,Yes,Yes,Yes
1060 Wien--Linke Wienzeile 4/2/3,Yes,Yes,No
6850 Dornbirn--Messestraße 11,Yes,Yes,Yes
1130 Wien--Hietzinger Hauptstrasse 22/D/B10A,Yes,Yes,No
1010 Wien--Rosenbursenstraße 2,Yes,Yes,Yes
1090 Wien--Ferstelgasse 1/Top 2,Yes,Yes,No
6361 Hopfgarten--Marktgasse 11,Yes,Yes,No
1020 Wien--Praterstraße 25A/19,Yes,Yes,No
3843 Dobersberg--Schellings 6,Yes,Yes,No
1010 Wien--Renngasse 9/5,Yes,Yes,No
4020 Linz--Landstraße 49,Yes,Yes,Yes
4020 Linz--Landstraße 49,Yes,Yes,Yes
4020 Linz--Landstraße 49,Yes,Yes,No
4020 Linz--Rainerstraße 6-8,Yes,Yes,Yes
1010 Wien--Tuchlauben 17,Yes,Yes,No
6850 Dornbirn--Messestraße 11,Yes,Yes,Yes
4020 Linz--Neutorgasse 6/2,Yes,Yes,No
1060 Wien--Linke Wienzeile 4/2/2,Yes,Yes,Yes
1030 Wien--Schwarzenbergplatz 5/4.2,No,No,Yes
6020 Innsbruck--Etrichgasse 14,Yes,Yes,No
8010 Graz--Reitschulgasse 1,Yes,Yes,Yes
1010 Wien--Falkestraße 1/6,Yes,Yes,No
1030 Wien--Weyrgasse 8,Yes,Yes,Yes
1010 Wien--Fichtegasse 2a,Yes,Yes,Yes
1040 Wien--Prinz-Eugen-Str. 30,Yes,Yes,Yes
4020 Linz--Khevenhüllerstraße 12,Yes,Yes,No
"8020 Graz--Nikolaiplatz 4, 4. Stock",Yes,Yes,Yes
1030 Wien--Landstraßer Hauptstraße 7,Yes,Yes,No
1090 Wien--Rooseveltplatz 10,Yes,Yes,Yes
1010 Wien--Rotenturmstraße 19/2/2/36,Yes,Yes,Yes
1010 Wien--Schubertring 6,Yes,Yes,Yes
9020 Klagenfurt--Bahnhofstraße 51/DG,Yes,Yes,No
1010 Wien--Bösendorferstraße 5/7+8,Yes,Yes,Yes
6020 Innsbruck--Herzog-Friedrich-Straße 39,Yes,Yes,No
1010 Wien--Kärntner Str.11 (Weihburgg.2),Yes,Yes,Yes
1030 Wien--Landstraßer Hauptstraße 1/1/3,Yes,Yes,No
6020 Innsbruck--Schöpfstraße 4,Yes,Yes,Yes
6800 Feldkirch--Hubstrasse 65,No,Yes,No
1010 Wien--Rosenbursenstraße 2/16,Yes,Yes,Yes
1010 Wien--An der Hülben 1,Yes,Yes,No
1010 Wien--Heinrichsgasse 4,Yes,Yes,Yes
1080 Wien--Feldgasse 10/ 9,Yes,Yes,No
8010 Graz--Kaiser-Josef-Platz 5,Yes,Yes,Yes
3150 Wilhelmsburg--Fleschplatz 2/6,Yes,Yes,Yes
1090 Wien--Julius-Tandler-Platz 6/4,Yes,Yes,Yes
1010 Wien--Singerstraße 20/11,Yes,Yes,Yes
"4020 Linz--Promenadengalerien, Promenade 25/2. O",Yes,Yes,Yes
1020 Wien--Taborstraße 11 B,Yes,Yes,Yes
7000 Eisenstadt--Hauptstraße 27,Yes,Yes,Yes
1010 Wien--Mahlerstraße 13,Yes,Yes,Yes
4020 Linz--Böhmerwaldstraße 14,Yes,Yes,Yes
5020 Salzburg--Nonntaler Hauptstraße 1,Yes,Yes,Yes
9020 Klagenfurt--Bahnhofstraße 1,Yes,Yes,No
4910 Ried/Innkreis--Josef-Kränzl-Straße 11,Yes,Yes,No
4950 Altheim--Wiesnerstraße 2,Yes,Yes,No
1090 Wien--Währinger Straße 2-4,Yes,Yes,No
2340 Mödling--Enzersdorferstraße 4,Yes,Yes,Yes
1010 Wien--Opernring 8,Yes,Yes,No
6020 Innsbruck--Stafflerstraße 2,Yes,Yes,No
4020 Linz--Landstraße 9,Yes,Yes,No
1070 Wien--Mariahilferstraße 116,Yes,Yes,Yes
1030 Wien--Ungargasse 4/11,Yes,Yes,Yes
9500 Villach--Hans-Gasser-Platz 3/II,Yes,Yes,No
4810 Gmunden--Kirchengasse 8,Yes,Yes,No
1070 Wien--Neubaugasse 11/9,Yes,Yes,Yes
3021 Pressbaum--Hauptstraße 44,No,Yes,Yes
4020 Linz--Museumstraße 25/Quergasse 4,Yes,Yes,Yes
1050 Wien--Schönbrunner Straße 42/6,Yes,Yes,No
9620 Hermagor--Hafnergasse 1,Yes,Yes,Yes
1090 Wien--Liechtensteinstr. 22-22A/Stg 2/Tür 14,Yes,Yes,No
8010 Graz--Kalchberggasse 1,Yes,Yes,Yes
9020 Klagenfurt--Bahnhofstraße 41,Yes,Yes,No
1010 Wien--Zelinkagasse 2/13,Yes,Yes,No
4020 Linz--Huemerstraße 1/Kaplanhofstraße 2,Yes,Yes,Yes
1080 Wien--Lange Gasse 50,Yes,Yes,Yes
1010 Wien--Parkring 2,Yes,Yes,Yes
1010 Wien--Seilergasse 16,Yes,Yes,Yes
1010 Wien--Plankengasse 2,Yes,Yes,Yes
1010 Wien--Canovagasse 7/10A,Yes,Yes,Yes
1010 Wien--Canovagasse 7,Yes,Yes,No
5020 Salzburg--Vogelweiderstraße 21,Yes,Yes,No
6365 Kirchberg--Lendstrasse 16,Yes,Yes,No
